Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
quest_BasicSurvival1_description,Quest,Quest Info,,,,"Craft a Bedroll by gathering plant fibers. Once you have the ingredients open your crafting inventory, navigate to the basics recipe category, highlight the recipe and click the craft button.\n\nPlace the Bedroll in the world by first equipping it and using the secondary action key. Once placed you'll see a Bed Icon on your compass and map. This will lead you back to your home and will act as a re-spawn point if you die.",,"Fertige einen Schlafsack, indem du Pflanzenfasern sammelst. Wenn du die Zutaten hast, öffne dein Handwerks-Inventar und gehe zur Rezeptkategorie „Grundlagen“. Markiere das Rezept und klicke auf „Fertigen“. \n\nPlatziere den Schlafsack in der Welt, indem du ihn zuerst ausrüstest und dann die sekundäre Aktionstaste verwendest. Wenn er platziert ist, erscheint ein Bett-Symbol auf deinem Kompass und deiner Karte. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst.","Fabrica un saco de dormir con fibra vegetal. Una vez tengas los ingredientes, abre el menú de fabricación, ve a la categoría de recetas básicas, selecciona la receta y presiona el botón de fabricar. \n\nPara poner el saco de dormir en el mundo, equípalo y presiona el botón de acción secundaria. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y funcionará como punto de reaparición si mueres.","Fabriquez un sac de couchage à l'aide de fibres végétales. Une fois les composants acquis, ouvrez votre inventaire de fabrication, accédez à la catégorie des compositions de base, sélectionnez la composition souhaitée, puis cliquez sur le bouton de fabrication. \n\nÉquipez le sac de couchage, puis placez-le à l'aide de la touche d'action secondaire. Une fois placé, une icône de lit s'affichera sur votre boussole et votre carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir.","Crea un sacco a pelo raccogliendo fibre vegetali. Una volta che hai gli ingredienti, apri il tuo inventario di creazione, vai nella categoria ricette di base, evidenzia la ricetta e clicca il tasto ""Crea"". \n\nPosiziona il sacco a pelo nel mondo equipaggiandolo e usando il tasto per l'azione secondaria. Una volta posizionato vedrai l'icona che raffigura un letto sulla bussola e sulla mappa. Questo ti permetterà di tornare a casa e fungerà da punto di rigenerazione se muori.",植物繊維を集めて寝袋をクラフトしましょう。材料を集めたら、クラフト所持品を開き、基本レシピカテゴリーからレシピを選び、クラフトボタンをクリックします。\nワールド内に寝袋を設置しましょう。まずは寝袋を装備して、それから第二アクションキーを使います。寝袋を設置すると、コンパスと地図の両方にベッドアイコンが表示されます。これでホームへと帰ることができるようになり、死んでしまった場合の再出現ポイントとして機能します。,"식물 섬유를 채집해 침낭을 제작하세요. 재료를 다 모았다면 제작 인벤토리를 열어 기본 레시피 카테고리로 가서 레시피를 강조한 후 제작 버튼을 클릭합니다. \n\n우선 착용한 후 보조 행동 키를 사용해 침낭을 둡니다. 침낭을 놓은 후에는 나침반과 지도에서 침대 아이콘을 볼 수 있습니다. 침대 아이콘은 집으로 돌아올 수 있도록 하고, 사망 시 부활 포인트로 작동합니다.","Wytwórz śpiwór z zebranych włókien roślinnych. Gdy zdobędziesz potrzebne składniki, otwórz ekwipunek rzemieślnika, przejdź do podstawowych przepisów, wybierz przepis i kliknij przycisk wytwarzania. \n\nRozmieść śpiwór w świecie gry, wyposażając go i przyciskając klawisz akcji pomocniczej. Po rozmieszczeniu na kompasie i mapie wyświetlona zostanie ikona łóżka. Dzięki temu łatwiej trafisz do domu, a po śmierci odrodzisz się w znanym sobie otoczeniu.","Colete fibras vegetais para fabricar um Saco de Dormir. Quando tiver os ingredientes, abra o inventário de fabricação, navegue até a categoria de receita básica, selecione a receita e clique no botão Fabricar. \n\nPara colocar o Saco de Dormir no mundo, equipe-se com ele primeiro e aperte o botão de ação secundária. Depois disso, você verá o ícone de uma cama na bússola e no mapa. Ele guiará você de volta para casa e será seu ponto de ressurgimento caso você morra.","Собрать растительные волокна и изготовить спальник. Как только у вас будут все ингредиенты, откройте «Изготовление» в инвентаре, перейдите в основные рецепты, подсветите рецепт и нажмите кнопку «Изготовить». \n\nРазместите спальник в мире. Для этого возьмите его в руки и нажмите клавишу дополнительного действия. Разместив спальник, вы увидите значок кровати у себя на компасе и на карте. Это приведет вас обратно к дому и станет точкой возрождения в случае смерти.","Bitki lifi toplayarak bir Dürülü Yatak üret. Gerekli malzemeleri topladıktan sonra üretim envanterini aç, temel tarif kategorisine git, tarifi vurgula ve Üret düğmesine tıkla. \n\nDürülü Yatağı dünyaya yerleştirmek için önce donan, ardından ikincil eylem tuşuna bas. Yerleştirdikten sonra pusulanda ve haritanda bir Yatak Simgesi göreceksin. Bu sayede evinin yolunu bulabilecek ve ölürsen doğma noktası olarak kullanabileceksin.",收集植物纤维，制作一个睡袋。收集好原料后，打开制作物品栏，找到基础配方栏，点亮配方，再单击制作按钮。\n\n先装备睡袋，然后用辅助动作快捷键将其放置于世界中。放好之后，您就可以在指南针和地图上看到一个床的图标。这将引导你回到你的家，并在你死亡后作为重生点将你复活。,收集植物纖維來製作睡袋。當你有了材料，打開製作物品欄，導航到基本配方類別，標出配方並點擊製作按鈕。\n\n在世界放置睡袋，首先安裝，然後使用輔助動作鍵。放置好後，你會在指南針和地圖上看到牀的圖標。這將引導你回到你的家，如果你死了，這裏將作爲一個重生點。,"Fabrica un saco de dormir con fibra vegetal. Una vez tengas los ingredientes, abre el menú de fabricación, ve a la categoría de recetas básicas, selecciona la receta y presiona el botón de fabricar. \n\nPara poner el saco de dormir en el mundo, equípalo y presiona el botón de acción secundaria. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y funcionará como punto de reaparición si mueres."
quest_BasicSurvival1_subtitle,Quest,Quest Info,,,,Craft a Bedroll,,Fertige einen Schlafsack,Fabrica un saco de dormir.,Fabriquer un sac de couchage,Crea un sacco a pelo,寝袋をクラフトする,침낭 제작하기,Wytwórz śpiwór,Fabrique um Saco de Dormir,Изготовить спальник,Dürülü Yatak Üret,制作睡袋,製作睡袋,Fabrica un saco de dormir.
quest_BasicSurvival2,Quest,Quest Info,,,,Wild West Survival 2/6,,Das 1x1 des Überlebens 2/6,Supervivencia básica 2/6,Les bases de la survie 2/6,Basi della sopravvivenza 2/6,生き残るための基礎知識 2/6,기본 생존 2/6,Podstawy przetrwania 2/6,Sobrevivência Básica 2/6,Основы выживания 2/6,Temel Hayatta Kalma 2/6,基础生存 2/6,基本生存 2/6,Supervivencia básica 2/6
quest_BasicSurvival2_description,Quest,Quest Info,,,,"Craft a Stone Axe to help you defend yourself and gather crafting ingredients. Gather the ingredients by attacking grass, stone, or wood objects. You can also pick up small stones by looking at them and using the Pickup action. Once you have the ingredients, access the Inventory and locate Stone Axe in the Basics category of the Crafting window. Craft a Stone Axe.",,"Fertige eine Steinaxt, um dich zu verteidigen und sammle Handwerksmaterialien. Sammle die Materialien, indem du Gras, Steine oder Holzobjekte angreifst. Du kannst auch kleine Steine aufheben, indem du sie anschaust und die Aufheben-Aktion verwendest. Nachdem du die Materialien gesammelt hast, öffnest du das Inventar und wählst die Steinaxt in der Kategorie „Grundlagen“ des Fertigungs-Fensters aus. Fertige eine Steinaxt.","Crea un Hacha de Piedra para ayudarte a defenderte y reunir los ingredientes de la artesanía. Reúne los ingredientes uniendo hierbas, piedras u objetos de madera. También puedes recoger piedras pequeñas mirándolas y usando la acción Recoger. Cuando tengas los ingredientes, accede al inventario y localiza el hacha de piedra en la categoría Básicos de la ventana Creación. Fabrica un hacha de piedra.","Fabriquez une hache de pierre pour vous défendre et collectez des composants de fabrication. Attaquez l'herbe, la pierre et les objets en bois pour récupérer les composants. Vous pouvez également ramasser des petites pierres en appuyant sur la touche de ramassage tout en les ciblant. Une fois les composants acquis, accédez à votre inventaire et cherchez la hache de pierre dans la catégorie des compositions de base de la fenêtre de fabrication. Fabriquez une hache de pierre.","Crea un'ascia di pietra per difenderti e raccogliere ingredienti di creazione. Raccogli gli ingredienti attaccando l'erba, le pietre, o gli oggetti di legno. Puoi anche raccogliere piccole pietre guardandole e usando ""Raccogli"". Una volta che hai gli ingredienti, accedi all'inventario e individua l'ascia di pietra nella categoria di base della finestra di creazione. Crea un'ascia di pietra.",石斧をクラフトして、自分自身の身を守り、クラフト素材を集めましょう。草、石、木オブジェクトを攻撃して素材を集めましょう。小石を見て、拾うアクションを使って拾い上げることもできます。素材が集まったら所持品に移動して、クラフトウィンドウの基本カテゴリの石斧を見つけます。石斧をクラフトする。,"돌 도끼를 제작해 스스로를 방어하고 제작 재료를 채집하세요. 풀, 돌, 나무를 공격해 재료를 채집할 수 있습니다. 작은 돌을 보며 집어들기 행동을 이용해 집어 들 수도 있습니다. 재료를 다 모았다면 인벤토리에 액세스해 제작 창의 기본 카테고리에서 돌 도끼를 찾으세요. 돌 도끼를 제작합니다.","Wytwórz kamienną siekierę, którą odeprzesz wrogów i zbierzesz zasoby potrzebne do wytwarzania przedmiotów. Zbieraj składniki, atakując trawę, kamienie lub drewniane obiekty. Małe kamyki podniesiesz, patrząc na nie i używając akcji podnoszenia. Gdy zdobędziesz wszystkie składniki, otwórz ekwipunek i zlokalizuj kamienną siekierę w kategorii podstawowej okna rzemiosła. Wytwórz kamienną siekierę.","Fabrique um Machado de Pedra para se defender e coletar ingredientes de fabricação. Para coletar ingredientes, ataque objetos de grama, pedra ou madeira. Também é possível pegar pedras pequenas ao olhar para elas e usar a ação Pegar. Quando tiver os ingredientes, acesse o Inventário e ache o Machado de Pedra na categoria Básico da janela Fabricação. Fabrique um Machado de Pedra.","Изготовьте каменный топор, чтобы защищать себя и собирать ингредиенты для изготовления. Собирайте ингредиенты, воздействуя на траву, камни или деревянные предметы. Вы также можете подбирать небольшие камни, посмотрев на них и использовав действие «Подобрать». Как только у вас будут все ингредиенты, откройте инвентарь и найдите каменный топор в основных рецептах в окне изготовления. Изготовьте каменный топор.","Kendini savunmak ve üretim malzemesi toplamak için bir Taş Balta üret. Ot, taş veya tahta nesnelere saldırarak malzemeleri biriktir. Ayrıca baktığın küçük taşları Yerden Alma işlemini kullanarak yerden toplayabilirsin. Bileşenleri topladıktan sonra Envanter'e eriş ve Üretim penceresinin Temel Öğeler kategorisinde Taş Balta'yı bul. Taş Balta üret.",制作一把石斧，用来自卫并收集制作原材料。攻击草、石头或木头物品来收集原材料。你也可以看向小石子并使用“拾取”动作，拾取小石子。一旦你拥有了此类材料，打开背包然后在“制作”窗口的“基础”栏中找到石斧。制作一把石斧。,製作一把石斧來幫助你保護自己和收集製作材料。攻擊草、石頭或木頭來收集材料。你也可以透過觀察和使用拾取動作來拾取小石頭。當你有了材料，進入物品欄，在製作視窗的基本類別中找到石斧。製作石斧,"Crea un Hacha de Piedra para ayudarte a defenderte y reunir los ingredientes de la artesanía. Reúne los ingredientes uniendo hierbas, piedras u objetos de madera. También puedes recoger piedras pequeñas mirándolas y usando la acción Recoger. Cuando tengas los ingredientes, accede al inventario y localiza el hacha de piedra en la categoría Básicos de la ventana Creación. Fabrica un hacha de piedra."
quest_BasicSurvival2_subtitle,Quest,Quest Info,,,,Craft a Stone Axe,,Fertige eine Steinaxt,Fabrica un hacha de piedra,Fabriquer une hache de pierre,Crea un'ascia di pietra,石斧をクラフトする,돌 도끼 제작하기,Wytwórz kamienną siekierę,Fabrique um Machado de Pedra,Изготовить каменный топор,Taş Balta Üret,制作一把石斧,製作石斧,Fabrica un hacha de piedra
quest_BasicSurvival3,Quest,Quest Info,,,,Wild West Survival 3/6,,Das 1x1 des Überlebens 3/6,Supervivencia básica 3/6,Les bases de la survie 3/6,Basi della sopravvivenza 3/6,生き残るための基礎知識 3/6,기본 생존 3/6,Podstawy przetrwania 3/6,Sobrevivência Básica 3/6,Основы выживания 3/6,Temel Hayatta Kalma 3/6,基础生存 3/6,基本生存 3/6,Supervivencia básica 3/6
quest_BasicSurvival3_description,Quest,Quest Info,,,,"Craft plant fiber clothing to protect you from damage and keep you warm in cold weather. Gather plant fibers by attacking grass and small plants. Once you have the ingredients, access the Inventory and locate the Clothing category of the Crafting window. Craft plant fiber clothing.",,"Fertige Kleidung aus Pflanzenfasern, um dich vor Schaden zu schützen und dich bei kaltem Wetter warm zu halten. Sammle Pflanzenfasern, indem du Gras und kleinere Pflanzen angreifst. Nachdem du die Materialien gesammelt hast, öffnest du das Inventar und wählst die Kategorie „Kleidung“ aus. Fertige Kleidung aus Pflanzenfasern.","Fabrica ropa de fibra vegetal para protegerte de daño y mantenerte en calor cuando haga frío. Recolecta fibra vegetal atacando la hierba y las plantas pequeñas. Cuando tengas los ingredientes, accede al inventario y localiza la categoría de Ropa de la ventana Creación. Fabrica ropa de fibra vegetal.","Fabriquez un vêtement en fibres végétales pour vous protéger et vous tenir chaud lorsque les températures baissent. Collectez des fibres végétales en attaquant l'herbe et les petites plantes. Une fois les composants acquis, accédez à votre inventaire et cherchez la catégorie des vêtements de la fenêtre de fabrication. Fabriquez un vêtement en fibres végétales.","Crea vestiti di fibre vegetali per proteggerti dai danni e tenerti al caldo. Raccogli fibre vegetali attaccando l'erba e le piccole piante. Una volta che hai gli ingredienti, accedi all'inventario e individua la categoria vestiti della finestra di creazione. Crea vestiti di fibre vegetali.",植物繊維の服をクラフトして、ダメージから身を守り、寒い気候でも暖かく過ごせるようにしましょう。草や小さな植物を攻撃して植物の繊維を集めましょう。素材が集まったら所持品に移動して、クラフトウィンドウの衣服カテゴリを見つけます。植物繊維の服をクラフトする。,식물 섬유 옷을 제작하면 대미지를 보호하고 추운 날씨에도 따뜻하게 지낼 수 있습니다. 풀과 작은 식물을 공격해 식물 섬유를 채집하세요. 재료를 다 모았다면 인벤토리에 액세스해 제작 창의 의류 카테고리를 찾으세요. 식물 섬유 옷을 제작합니다.,"Wytwórz ubrania z włókna roślinnego, aby chronić się przed obrażeniami oraz gorącą i zimną pogodą. Pozyskuj włókna roślinne, atakując trawę i małe rośliny. Gdy zdobędziesz wszystkie składniki, otwórz ekwipunek i zlokalizuj kategorię Ubrania w oknie rzemiosła. Wytwarzaj ubrania z włókna roślinnego.","Fabrique roupas de fibra vegetal para proteger-se de dano e manter-se quente no clima frio. Colete fibras vegetais ao atacar grama e plantas pequenas. Quando tiver os ingredientes, acesse o Inventário e ache a categoria Roupas da janela Fabricação. Fabrique roupas de fibra vegetal.","Изготовьте одежду из растительных волокон, чтобы защитить себя от урона и согреться в холодную погоду. Собирайте растительные волокна, воздействуя на траву и маленькие растения. Как только у вас будут все ингредиенты, откройте инвентарь и найдите категорию «Одежда» в окне изготовления. Изготовьте одежду из растительных волокон.",Hasardan korunmak ve soğuk havada üşümemek için bitki lifinden kıyafet üret. Ot ve küçük bitkilere saldırarak bitki lifi topla. Bileşenleri topladıktan sonra Envanter'e eriş ve Üretim penceresinin Giyim kategorisini bul. Bitki lifinden kıyafet üret.,以植物纤维为原材料制作衣物，为你抵御伤害并在寒冷天气中提供温暖。通过攻击草与小型植物来获取植物纤维。一旦你拥有了此类材料，打开背包然后在“制作”窗口中找到“基础”栏。制作以植物纤维为原料的衣物。,製作植物纖維服裝來保護你，讓你免受傷害，在寒冷的天氣裏幫你保暖。攻擊草和小植物來收集植物纖維。當你有了材料，進入物品欄，在製作視窗找到服裝類別。製作植物纖維服裝。,"Fabrica ropa de fibra vegetal para protegerte de daño y mantenerte en calor cuando haga frío. Recolecta fibra vegetal atacando la hierba y las plantas pequeñas. Cuando tengas los ingredientes, accede al inventario y localiza la categoría de Ropa de la ventana Creación. Fabrica ropa de fibra vegetal."
quest_BasicSurvival3_subtitle,Quest,Quest Info,,,,Craft Plant Fiber Clothing,,Fertige Kleidung aus Pflanzenfasern,Fabrica ropa de fibra vegetal,Fabriquer un vêtement en fibres végétales,Crea vestiti di fibre vegetali,植物繊維の服をクラフトする,식물 섬유 옷 제작하기,Wytwarzaj ubrania z włókna roślinnego,Fabrique roupas de fibra vegetal,Изготовить одежду из растительных волокон,Bitki Lifinden Kıyafet Üret,制作以植物纤维为原料的衣物,製作植物纖維服裝,Fabrica ropa de fibra vegetal
quest_BasicSurvival4,Quest,Quest Info,,,,Wild West Survival 4/6,,Das 1x1 des Überlebens 4/6,Supervivencia básica 4/6,Les bases de la survie 4/6,Basi della sopravvivenza 4/6,生き残るための基礎知識 4/6,기본 생존 4/6,Podstawy przetrwania 4/6,Sobrevivência Básica 4/6,Основы выживания 4/6,Temel Hayatta Kalma 4/6,基础生存 4/6,基本生存 4/6,Supervivencia básica 4/6
quest_BasicSurvival4_description,Quest,Quest Info,,,,"To wear your plant fiber clothing, access the Inventory and select an article of clothing, then select Wear in the Action window. Once dressed, access the Character menu to see the insulation and defense your worn clothing provides in the top left of the Character window.",,"Trage die Kleidung aus Pflanzenfasern, indem du das Inventar öffnest, ein Kleidungsstück auswählst und im Aktions-Fenster „Tragen“ auswählst. Erstmal angezogen, öffne das Charakter-Menü, um links-oben im Charakter-Fenster die Wärmedämmung und die Verteidigung anzusehen, die dir deine getragene Kleidung bietet.","Para usar la ropa de fibra vegetal, accede al Inventario y selecciona una prenda de vestir, luego selecciona Usar en la ventana Acción. Una vez equipada, accede al menú Personaje para ver el aislamiento y la defensa que tu ropa proporciona en la parte superior izquierda de la ventana Personaje.","Pour équiper votre vêtement en fibres végétales, accédez à votre inventaire et sélectionnez-le, puis appuyez sur Porter dans la fenêtre d'action. Une fois équipé, rendez-vous sur le menu de personnage et regardez en haut à gauche de la fenêtre de personnage pour découvrir l'isolation et la défense que vous octroie votre vêtement.","Per indossare i tuoi vestiti di fibre vegetali, accedi all'inventario e seleziona un vestito, poi seleziona Indossa nella finestra d'azione. Una volta indossati, accedi al menu Personaggio per vedere l'isolamento e le difese che ti forniscono i tuoi vestiti in alto a sinistra nella finestra Personaggio.",植物の繊維の服を着るには、所持品に移動して衣類を選択。そしてアクションウィンドウで着用を選択します。衣類を身につけたら、キャラクターメニューに移動して、キャラクターウィンドウ左上から身につけている衣類の断熱性および防御力を確認します。,식물 섬유 옷을 착용하려면 인벤토리에 액세스해 옷 항목을 선택한 후 행동 창에서 장착을 선택합니다. 옷을 입은 후 캐릭터 메뉴에 액세스해 장착한 의류의 보호와 방어를 확인합니다. 캐릭터 창 상단 왼쪽에서 확인할 수 있습니다.,"Aby włożyć ubrania z włókna roślinnego, otwórz ekwipunek i wybierz ubranie, a następnie w oknie akcji wybierz opcję Włóż. Gdy się ubierzesz, otwórz menu postaci, aby w lewym górnym rogu okna sprawdzić izolację i poziom ochrony zapewniany przez ubranie.","Para vestir suas roupas de fibra vegetal, acesse o Inventário, selecione uma peça de roupa e clique em Vestir na janela Ação. Depois disso, acesse o menu Personagem para ver o isolamento e a defesa que a sua roupa concede no canto superior esquerdo da janela Personagem.","Чтобы надеть одежду из растительных волокон, зайдите в инвентарь и выберите предмет одежды, затем выберите «Надеть» в окне действия. Как оденетесь, войдите в меню «Персонаж», чтобы в левом верхнем углу окна увидеть, какую защиту и сопротивление дает надетая одежда.",Bitki lifinden kıyafetlerini giymek için Envanter'e erişip bir parça kıyafet seçtikten sonra İşlem penceresinde Giy'i seç. Giyindikten sonra Karakter menüsüne giderek Karakter ekranının sol üst köşesinde giydiğin kıyafetlerin sağladığı yalıtım ve savunma değerlerini gör.,如果想要穿上你的植物纤维衣服，请打开背包并挑选一件衣服，然后选择”动作”窗口中的“穿着”选项。穿衣完毕，打开“角色”菜单后，查看菜单左上方衣物提供的保暖与防御情况。,如果想穿植物纖維服裝，進入物品欄並選擇一件，然後在動作視窗中選擇穿戴。穿好後，進入角色選單，在角色視窗的左上角查看所穿服裝提供的隔熱和防護效果。,"Para usar la ropa de fibra vegetal, accede al Inventario y selecciona una prenda de vestir, luego selecciona Usar en la ventana Acción. Una vez equipada, accede al menú Personaje para ver el aislamiento y la defensa que tu ropa proporciona en la parte superior izquierda de la ventana Personaje."
